date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-04-20,11.502,5.152,11.200001,2263.657,341.16986,20.140705,46.44,12.824897,45.625
2026-04-21,13.852,2.102,0.0,49958.293,29.917912,16.267857,37.8,11.973393,0.0
2026-04-22,16.588999,3.152,0.0,50030.016,322.7393,14.381258,36.0,10.176848,0.0
2026-04-23,15.639,3.9390001,0.0,36000.0,302.0373,14.4,36.0,11.607086,0.0
2026-04-24,12.988999,5.539,0.0,25219.232,292.7263,11.113451,28.8,9.452709,0.0
2026-04-25,11.226,5.676,0.0,43200.0,326.8344,16.946787,41.399998,11.351341,8.604167
2026-04-26,11.926,3.576,0.0,35145.523,325.63812,11.503113,28.8,6.480133,4.7916665
