date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-05-13,12.726,7.476,10.200001,25795.56,233.09657,23.759998,53.639996,16.259998,72.708336
2026-05-14,9.626,5.926,12.099999,17258.63,246.31648,20.519999,41.039997,14.070001,83.083336
2026-05-15,10.776,4.826,1.525,31085.064,264.94397,17.64,45.36,10.510422,38.833332
2026-05-16,12.35,3.4,0.6,54017.707,260.70023,11.016824,28.44,9.02614,32.833332
2026-05-17,14.15,5.85,0.0,54129.65,220.90608,11.521406,27.359999,9.074938,12.083333
2026-05-18,12.65,8.9,6.600001,33231.355,228.96342,14.713829,39.6,11.198353,45.625
2026-05-19,17.6,7.5,0.0,54053.223,213.27731,7.928178,20.880001,5.521347,28.916666
