date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-04-28,21.2825,11.5325,0.0,45877.984,66.6595,11.901798,30.960001,5.8250027,1.0
2026-04-29,20.2325,13.9325,1.8000001,38974.98,44.424263,11.988594,28.8,6.33894,6.2916665
2026-04-30,23.832499,14.5825,0.0,45454.305,85.4691,15.03835,37.44,7.812875,1.1666666
2026-05-01,21.9825,16.7825,0.0,31056.816,65.87159,14.04,33.12,7.7733636,7.2916665
2026-05-02,20.9825,16.9825,2.1000001,37985.21,88.67341,15.328561,38.519997,8.029872,12.416667
2026-05-03,23.7645,17.0565,0.0,39917.51,104.05139,14.336861,33.839996,6.4558873,14.322917
2026-05-04,28.0145,14.6645,1.2,49781.133,272.4809,18.733839,42.48,9.633649,13.875
