date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-04-28,19.565,7.565,0.0,38387.29,78.19599,16.267857,37.079998,8.375279,0.0
2026-04-29,16.815,7.665,0.0,41660.367,72.99196,17.654688,41.039997,13.410396,0.0
2026-04-30,14.1215,2.115,0.0,50170.95,82.61264,18.917547,48.6,14.689717,0.0
2026-05-01,19.3715,1.7214999,0.0,49771.156,84.76266,13.627795,37.8,9.087394,0.0
2026-05-02,24.2215,5.1215,0.0,51565.496,87.70237,9.178235,26.64,5.0240145,0.0
2026-05-03,23.608,7.0214996,0.0,45875.066,305.4424,7.42159,18.72,3.4242842,12.427083
2026-05-04,18.808,11.508,6.3,32318.344,352.64774,8.587338,19.08,5.50873,31.291666
