date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-05-05,14.576,11.376,9.999999,1093.6754,354.97116,9.72,21.599998,5.085,78.083336
2026-05-06,11.326,7.526,12.200004,0.0,347.33878,10.440001,20.880001,7.935,84.5
2026-05-07,16.876,7.476,0.70000005,41649.145,29.073877,10.440001,21.96,7.2954454,18.166666
2026-05-08,17.0,6.6,1.0,51962.145,87.31153,11.368535,25.199999,7.371383,8.458333
2026-05-09,21.4,11.45,1.5,53875.086,131.82614,11.792404,23.039999,7.736961,20.125
2026-05-10,20.35,13.75,5.1000004,46479.133,189.93694,18.252037,43.56,15.441864,33.875
2026-05-11,20.1,13.2,0.0,52606.305,190.87547,19.1588,38.519997,13.388474,38.875
