date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-05-13,13.852,6.302,1.9000002,30472.488,236.5681,17.87718,42.12,11.030463,38.25
2026-05-14,13.752,7.652,5.1,37007.86,217.10902,17.566378,44.639996,9.984866,46.75
2026-05-15,16.088999,7.0612497,0.2,36222.836,251.09702,7.2359104,21.24,3.5412138,10.791667
2026-05-16,15.738999,7.539,0.0,53134.387,272.0151,13.397612,34.56,8.4976845,5.7083335
2026-05-17,17.289,7.689,0.0,55919.02,229.07408,7.2,19.08,4.1372323,0.20833333
2026-05-18,18.575998,10.776,0.0,54958.555,188.6539,7.628263,21.24,4.102833,5.28125
2026-05-19,17.476,10.676,0.0,51912.062,285.4158,14.345898,36.0,9.298918,13.666667
