date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-05-05,16.941,11.391,0.2,19697.477,41.76019,17.64,39.239998,11.205,6.875
2026-05-06,15.341,8.341,0.8000001,35698.18,17.029305,18.0,39.239998,13.9800005,9.625
2026-05-07,15.4545,7.341,0.0,30669.305,89.12662,11.159999,23.759998,6.2474995,4.0833335
2026-05-08,17.904501,10.1045,0.9000001,50552.383,101.30425,13.32,28.8,7.874999,15.0
2026-05-09,20.6045,11.3545,0.0,47121.777,84.53229,18.359999,39.6,12.929999,33.541668
2026-05-10,23.2045,12.9045,0.0,24783.021,40.245144,26.28,54.0,15.420001,41.25
2026-05-11,12.4545,8.1545,0.0,41851.402,9.192114,21.96,45.36,18.645,25.541666
