date,temperature_2m_max,temperature_2m_min,precipitation_sum,sunshine_duration,wind_direction_10m_dominant,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,precipitation_probability_mean
2026-04-27,21.4825,10.4825,0.0,48382.953,102.528885,12.864649,30.960001,6.0153103,0.0
2026-04-28,22.1325,11.5325,0.1,46498.215,87.92493,13.138765,31.319998,5.947196,0.25
2026-04-29,20.682499,15.0825,0.7,35550.582,51.129967,14.05845,34.2,7.1289334,4.3333335
2026-04-30,23.1325,14.9325,0.0,48355.652,100.09456,15.463246,37.8,7.35813,1.8333334
2026-05-01,20.3825,17.1325,2.3999996,20440.902,59.886333,10.8955765,26.28,6.9166813,8.416667
2026-05-02,21.7645,16.1145,0.0,34849.453,98.521484,15.042659,35.28,6.5886006,10.385417
2026-05-03,23.664501,15.3645,0.0,33330.21,98.80324,15.716793,35.64,5.878206,7.625
